### Footprint positions - created on 2026-03-29T09:04:22+0500 ###
### Printed by KiCad version 9.0.7
## Unit = inches, Angle = deg.
## Side : All
# Ref        Val                                  Package                              PosX       PosY       Rot  Side
X_8          22-23-2021                           22-23-2021                         2.3308    -7.6990    0.0000  top
X_9          22-23-2021                           22-23-2021                         2.9095    -9.4608    0.0000  top
X_10         22-23-2021                           22-23-2021                         3.5000    -9.4608    0.0000  top
X_11         22-23-2021                           22-23-2021                         2.9134    -8.2875    0.0000  top
X_12         22-23-2021                           22-23-2021                         3.5040    -8.2875    0.0000  top
X_13         22-23-2021                           22-23-2021                         2.9095    -8.8702    0.0000  top
X_14         22-23-2021                           22-23-2021                         3.5000    -8.8702    0.0000  top
X_15         22-23-2021                           22-23-2021                         2.9134    -7.6970    0.0000  top
X_16         22-23-2021                           22-23-2021                         3.5040    -7.6970    0.0000  top
## End
